map_set,matrix_modulus_mean,matrix_modulus_std,matrix_modulus_p05,matrix_modulus_p95,fiber_modulus_mean,fiber_modulus_std,fiber_modulus_p05,fiber_modulus_p95,total_stiffness_index_mean,total_stiffness_index_std,total_stiffness_index_p05,total_stiffness_index_p95,anisotropy_index_mean,anisotropy_index_std,anisotropy_index_p05,anisotropy_index_p95,structural_order_mean,structural_order_std,structural_order_p05,structural_order_p95
true,28.465247938813363,4.4982881611475625,23.45328872696907,37.19814634577222,73.55521662469812,38.71020271998175,31.51998570031249,149.17242560550048,102.02046456351147,43.20541671201317,54.98272681017344,186.56560791701892,2.4456336050679006,0.8822946120410957,1.344862265877448,4.014146210981632,0.6950832906761819,0.07224150236196364,0.5862013247808994,0.8086748067492358
joint_estimate,28.26031742600202,4.976204887960372,22.715866951785404,37.921035055013085,74.31551561820281,39.49958713134786,31.760249842320718,151.8825644010559,102.57583304420483,44.472431013640694,54.45664989441008,189.71214868312885,2.4790102538286924,0.8623697240538348,1.3967744131660869,4.008294110024688,0.6950832906761819,0.07224150236196364,0.5862013247808994,0.8086748067492358
