parameter,prior_mean,posterior_mean,posterior_q05,posterior_q50,posterior_q95
matrix_modulus,44.0,46.51160174047175,35.9184561449353,47.00535654693245,54.94963417370044
fibre_gain,4.6,4.341143784636627,2.566851818324975,4.344907902563629,6.21936823664905
fibre_fraction,0.44,0.3823830446429368,0.24729706291612577,0.3723914819505854,0.6049480504380661
orientation_deg,26.0,16.138519038772344,-3.182875191716498,17.176998831989774,33.173129101892755
concentration,6.55,6.944809349826913,1.8986460919861161,7.222597097087053,11.427400244707439
connectivity,0.655,0.6486245816048747,0.3647603353027331,0.6351601485307613,0.9182300952336199
load_scale,1.0,1.02992407016862,0.9418683802704731,1.0354910943789877,1.1120162656915338
boundary_compliance,0.11,0.11397006822360875,0.020580596849604473,0.10650945181065395,0.20466120202107616
