output,mean,std,q05,q50,q95
C11,69.60890852630183,26.348415403672885,38.29830275223405,63.51147564600497,121.32109371664315
C22,44.46396328666202,13.061554829200809,28.07279396760383,42.656410054269955,68.32218956878852
C12,12.753048276253267,2.604834152960675,8.770814328909852,12.666367927103025,17.08444052932755
C66,13.044259047583607,3.8387656450495897,8.000369987049515,12.470551481451363,20.398177560389414
peak_stress,4.753138631466867,2.0796341342869673,2.347107602242742,4.286850420956587,8.7257031909234
strain_energy,0.17567961451279307,0.09363545171223958,0.0702502835959145,0.15675100622857918,0.35224771440181213
anisotropy_ratio,1.6154611301078954,0.5366336051579631,0.8621146159744707,1.5828685616620102,2.5835210316367188
growth_stimulus,1.383059063941332,1.8827251272519876,-0.7562976211994705,0.9398199727645051,4.998623373372804
