stress_limit,anisotropy_limit,p_peak_stress_exceeds_limit,p_anisotropy_exceeds_limit,p_any_failure,mean_positive_growth_stimulus
4.2,2.6,0.521484375,0.04736328125,0.521728515625,1.4929811017768313
