parameter,true_value,posterior_mean,posterior_std,lower_95,upper_95
matrix_base,18.0,17.422287743398556,0.7262721579631624,15.998794313790757,18.845781173006355
matrix_density_gain,24.0,24.954935662070056,1.7328369096190128,21.558575319216793,28.35129600492332
fiber_scale,155.0,164.3220969097456,33.936377001594096,97.80679798662116,230.83739583287002
connectivity_scale,70.0,62.59108707512496,30.513823765736984,2.7839924942804757,122.39818165596944
