mean_sd_C11,mean_sd_C22,mean_sd_C12,mean_sd_C66,mean_sd_C16,mean_sd_C26,mean_sd_sxx,mean_sd_syy,mean_sd_sxy
0.016692617925302876,0.015513434730470647,0.00412012737556172,0.004027933879389541,0.0050155343972918265,0.004838930039293022,0.0012974985002029034,0.0014426771990209688,0.0006329688804701338
